TANGGAL;ISSUE;TEKNISI;ACTION_PLAN;SPARE_PART;DURATION_MINUTES
27/06/2025;PRINTING BOTAK;"ALIF
MAULANA
AGUS";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;16
13/09/2024;FEEDER ELEKTRIK;"ALIF
SAMSUL";CLEANING & ADJUSTMENT PREFEEDER;YA;37
23/07/2025;PHOTOCELL SENSOR ERROR;"DEDI
ACA";GANTI OIL GEAR BOX;TIDAK;11
30/10/2024;PREFEEDER FLEXO 4 ABNORMAL;INDARYONO;GANTI BEARING IMPRESSION ROLL;TIDAK;17
30/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BUDI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;14
21/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"DEDI
FIKRI
BUDI";ADJUSTMENT PRINTING PRESSURE;TIDAK;21
16/09/2025;GEAR BOX FEEDER PROBLEM;JOKO;GANTI OIL GEAR BOX;YA;127
09/05/2025;FEEDER ELEKTRIK;"ACA
INDARYONO";GANTI OIL GEAR BOX;TIDAK;5
21/12/2024;PRINTING BOTAK;"BENJHONSON
ALIF";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;35
06/06/2025;GEAR BOX FEEDER PROBLEM;INDARYONO;ADJUSTMENT PRINTING PRESSURE;TIDAK;6
07/12/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"MAULANA
AGUS";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;14
11/09/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BENJHONSON;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;48
15/12/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"BENJHONSON
SAMSUL";CLEANING & ADJUSTMENT PREFEEDER;YA;21
16/02/2025;PHOTOCELL SENSOR ERROR;FIKRI;PERBAIKAN WIRING FEEDER;YA;8
20/01/2025;PHOTOCELL SENSOR ERROR;PEPEN;PERBAIKAN WIRING FEEDER;TIDAK;11
29/11/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"INDARYONO
PEPEN
FIKRI";GANTI BEARING IMPRESSION ROLL;YA;34
29/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;PEPEN;GANTI BEARING IMPRESSION ROLL;YA;11
04/11/2024;GEAR BOX FEEDER PROBLEM;"BUDI
MAULANA";GANTI OIL GEAR BOX;YA;24
02/05/2025;PRINTING BOTAK;BUDI;PERBAIKAN WIRING FEEDER;YA;21
20/04/2025;FEEDER ELEKTRIK;SAMSUL;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;12
02/02/2025;PRINTING BOTAK;"INDARYONO
FIKRI
RIZKI";ADJUSTMENT PRINTING PRESSURE;TIDAK;111
18/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"DEDI
RIZKI";PERBAIKAN PNEUMATIC FRAME LOCK;YA;33
12/02/2025;FEEDER ELEKTRIK;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;5
17/07/2025;GEAR BOX FEEDER PROBLEM;"BUDI
DEDI";GANTI BEARING IMPRESSION ROLL;TIDAK;23
03/07/2025;FEEDER ELEKTRIK;RIZKI;PERBAIKAN WIRING FEEDER;TIDAK;12
09/04/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"MAULANA
AGUS
DEDI";PERBAIKAN WIRING FEEDER;YA;40
09/04/2025;PRINTING BOTAK;JOKO;GANTI BEARING IMPRESSION ROLL;TIDAK;11
24/03/2025;PRINTING BOTAK;"MAULANA
ALIF
JOKO";GANTI BEARING IMPRESSION ROLL;TIDAK;18
11/03/2025;PREFEEDER FLEXO 4 ABNORMAL;"RIZKI
MAULANA
DEDI";PERBAIKAN PNEUMATIC FRAME LOCK;YA;30
10/04/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"DEDI
ALIF
PEPEN";PERBAIKAN WIRING FEEDER;YA;40
28/06/2025;FEEDER ELEKTRIK;"ALIF
AGUS";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;8
01/03/2025;PHOTOCELL SENSOR ERROR;"FIKRI
JOKO
INDARYONO";GANTI BEARING IMPRESSION ROLL;TIDAK;15
07/02/2025;IMPRESSION FEED ROLL F4 ABNORMAL;SAMSUL;PERBAIKAN WIRING FEEDER;YA;14
19/11/2024;GEAR BOX FEEDER PROBLEM;"BENJHONSON
MAULANA";GANTI BEARING IMPRESSION ROLL;TIDAK;12
08/03/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;SAMSUL;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;82
15/06/2025;PHOTOCELL SENSOR ERROR;"SAMSUL
AGUS";GANTI OIL GEAR BOX;TIDAK;28
14/09/2024;FEEDER ELEKTRIK;"DEDI
ACA
INDARYONO";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;7
26/08/2025;PHOTOCELL SENSOR ERROR;ALIF;GANTI BEARING IMPRESSION ROLL;YA;42
02/12/2024;PHOTOCELL SENSOR ERROR;SAMSUL;GANTI OIL GEAR BOX;TIDAK;109
06/10/2024;PREFEEDER FLEXO 4 ABNORMAL;"AGUS
INDARYONO
MAULANA";GANTI OIL GEAR BOX;TIDAK;46
20/12/2024;PRINTING BOTAK;"RIZKI
ALIF";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;6
07/02/2025;GEAR BOX FEEDER PROBLEM;FIKRI;PERBAIKAN WIRING FEEDER;TIDAK;14
14/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;PERBAIKAN WIRING FEEDER;YA;55
12/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;RIZKI;GANTI OIL GEAR BOX;TIDAK;11
07/05/2025;FEEDER ELEKTRIK;"JOKO
ACA";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;29
29/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"MAULANA
ACA";GANTI OIL GEAR BOX;TIDAK;37
08/05/2025;FEEDER ELEKTRIK;"ACA
INDARYONO
BENJHONSON";ADJUSTMENT PRINTING PRESSURE;TIDAK;10
29/09/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ACA;CLEANING & ADJUSTMENT PREFEEDER;YA;19
27/09/2025;IMPRESSION FEED ROLL F4 ABNORMAL;ALIF;PERBAIKAN PNEUMATIC FRAME LOCK;YA;5
13/05/2025;GEAR BOX FEEDER PROBLEM;"PEPEN
FIKRI";ADJUSTMENT PRINTING PRESSURE;TIDAK;9
27/08/2025;PREFEEDER FLEXO 4 ABNORMAL;"BUDI
AGUS";GANTI BEARING IMPRESSION ROLL;YA;16
23/03/2025;PHOTOCELL SENSOR ERROR;"INDARYONO
JOKO
FIKRI";ADJUSTMENT PRINTING PRESSURE;YA;7
08/02/2025;FEEDER ELEKTRIK;"SAMSUL
JOKO";GANTI OIL GEAR BOX;TIDAK;74
27/01/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"INDARYONO
ALIF";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;6
24/04/2025;PHOTOCELL SENSOR ERROR;"ALIF
MAULANA
JOKO";PERBAIKAN PNEUMATIC FRAME LOCK;YA;14
12/04/2025;FEEDER ELEKTRIK;"BUDI
MAULANA";ADJUSTMENT PRINTING PRESSURE;TIDAK;22
17/09/2025;IMPRESSION FEED ROLL F4 ABNORMAL;ALIF;CLEANING & ADJUSTMENT PREFEEDER;YA;63
20/05/2025;GEAR BOX FEEDER PROBLEM;BUDI;PERBAIKAN WIRING FEEDER;YA;6
26/02/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"AGUS
PEPEN
BENJHONSON";PERBAIKAN PNEUMATIC FRAME LOCK;YA;51
10/01/2025;PREFEEDER FLEXO 4 ABNORMAL;SAMSUL;CLEANING & ADJUSTMENT PREFEEDER;YA;20
30/11/2024;PHOTOCELL SENSOR ERROR;"RIZKI
FIKRI
SAMSUL";PERBAIKAN WIRING FEEDER;TIDAK;9
15/08/2025;FEEDER ELEKTRIK;"AGUS
SAMSUL
ALIF";GANTI OIL GEAR BOX;TIDAK;29
17/11/2024;PRINTING BOTAK;RIZKI;ADJUSTMENT PRINTING PRESSURE;TIDAK;23
19/01/2025;FEEDER ELEKTRIK;ALIF;PERBAIKAN WIRING FEEDER;YA;12
06/02/2025;PRINTING BOTAK;"INDARYONO
FIKRI";GANTI BEARING IMPRESSION ROLL;TIDAK;21
10/10/2024;GEAR BOX FEEDER PROBLEM;SAMSUL;PERBAIKAN WIRING FEEDER;TIDAK;15
16/03/2025;PRINTING BOTAK;"BUDI
DEDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;22
20/06/2025;GEAR BOX FEEDER PROBLEM;ALIF;PERBAIKAN WIRING FEEDER;TIDAK;34
15/05/2025;PREFEEDER FLEXO 4 ABNORMAL;RIZKI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;71
01/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"AGUS
PEPEN";PERBAIKAN PNEUMATIC FRAME LOCK;YA;7
29/08/2025;PRINTING BOTAK;"BUDI
FIKRI";PERBAIKAN WIRING FEEDER;YA;110
06/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;JOKO;ADJUSTMENT PRINTING PRESSURE;TIDAK;5
14/08/2025;FEEDER ELEKTRIK;FIKRI;GANTI OIL GEAR BOX;TIDAK;18
04/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;BUDI;GANTI OIL GEAR BOX;TIDAK;32
24/01/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"AGUS
SAMSUL
PEPEN";GANTI BEARING IMPRESSION ROLL;YA;25
26/06/2025;GEAR BOX FEEDER PROBLEM;ALIF;GANTI BEARING IMPRESSION ROLL;TIDAK;12
06/11/2024;FEEDER ELEKTRIK;"MAULANA
ACA
BUDI";ADJUSTMENT PRINTING PRESSURE;TIDAK;17
05/11/2024;GEAR BOX FEEDER PROBLEM;"DEDI
AGUS
BUDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;13
19/05/2025;IMPRESSION FEED ROLL F4 ABNORMAL;ALIF;GANTI BEARING IMPRESSION ROLL;YA;12
19/12/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
FIKRI";CLEANING & ADJUSTMENT PREFEEDER;YA;39
10/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;BUDI;PERBAIKAN WIRING FEEDER;TIDAK;27
20/09/2024;GEAR BOX FEEDER PROBLEM;FIKRI;PERBAIKAN WIRING FEEDER;YA;11
03/07/2025;PRINTING BOTAK;PEPEN;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;41
24/11/2024;GEAR BOX FEEDER PROBLEM;"INDARYONO
JOKO";GANTI BEARING IMPRESSION ROLL;YA;26
16/04/2025;FEEDER ELEKTRIK;FIKRI;GANTI OIL GEAR BOX;TIDAK;38
29/12/2024;FEEDER ELEKTRIK;ACA;ADJUSTMENT PRINTING PRESSURE;YA;33
08/03/2025;GEAR BOX FEEDER PROBLEM;"RIZKI
FIKRI";GANTI BEARING IMPRESSION ROLL;TIDAK;10
16/05/2025;FEEDER ELEKTRIK;"PEPEN
BENJHONSON";PERBAIKAN WIRING FEEDER;YA;13
07/01/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"RIZKI
ALIF
BUDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;36
03/11/2024;IMPRESSION FEED ROLL F4 ABNORMAL;FIKRI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;33
19/04/2025;FEEDER ELEKTRIK;JOKO;PERBAIKAN PNEUMATIC FRAME LOCK;YA;20
19/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;JOKO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;22
16/05/2025;IMPRESSION FEED ROLL F4 ABNORMAL;JOKO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;56
24/12/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;MAULANA;GANTI OIL GEAR BOX;TIDAK;12
14/11/2024;PREFEEDER FLEXO 4 ABNORMAL;ACA;ADJUSTMENT PRINTING PRESSURE;YA;31
24/09/2025;GEAR BOX FEEDER PROBLEM;"RIZKI
SAMSUL";PERBAIKAN PNEUMATIC FRAME LOCK;YA;17
10/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;PEPEN;PERBAIKAN WIRING FEEDER;TIDAK;17
29/05/2025;PRINTING BOTAK;FIKRI;GANTI BEARING IMPRESSION ROLL;YA;48
02/02/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BENJHONSON;ADJUSTMENT PRINTING PRESSURE;TIDAK;39
23/04/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;RIZKI;PERBAIKAN WIRING FEEDER;TIDAK;38
09/09/2024;GEAR BOX FEEDER PROBLEM;"SAMSUL
BENJHONSON";GANTI OIL GEAR BOX;YA;57
28/01/2025;PRINTING BOTAK;SAMSUL;GANTI BEARING IMPRESSION ROLL;YA;20
20/06/2025;PRINTING BOTAK;AGUS;GANTI OIL GEAR BOX;YA;35
27/05/2025;IMPRESSION FEED ROLL F4 ABNORMAL;BUDI;PERBAIKAN WIRING FEEDER;TIDAK;16
18/05/2025;FEEDER ELEKTRIK;JOKO;ADJUSTMENT PRINTING PRESSURE;YA;26
23/07/2025;PRINTING BOTAK;ACA;GANTI OIL GEAR BOX;YA;18
02/03/2025;PHOTOCELL SENSOR ERROR;ALIF;CLEANING & ADJUSTMENT PREFEEDER;YA;22
25/06/2025;GEAR BOX FEEDER PROBLEM;PEPEN;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;32
07/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"PEPEN
AGUS
RIZKI";GANTI OIL GEAR BOX;TIDAK;10
21/07/2025;PREFEEDER FLEXO 4 ABNORMAL;MAULANA;GANTI OIL GEAR BOX;TIDAK;107
19/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;INDARYONO;CLEANING & ADJUSTMENT PREFEEDER;YA;9
09/02/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"JOKO
BUDI";ADJUSTMENT PRINTING PRESSURE;TIDAK;8
19/09/2024;PHOTOCELL SENSOR ERROR;"BENJHONSON
ACA
ALIF";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;51
18/01/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;JOKO;ADJUSTMENT PRINTING PRESSURE;TIDAK;38
17/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;RIZKI;GANTI OIL GEAR BOX;TIDAK;33
08/03/2025;PHOTOCELL SENSOR ERROR;"ACA
MAULANA";GANTI OIL GEAR BOX;TIDAK;33
11/10/2024;PRINTING BOTAK;"PEPEN
BUDI";GANTI BEARING IMPRESSION ROLL;TIDAK;20
23/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;AGUS;GANTI BEARING IMPRESSION ROLL;TIDAK;10
17/04/2025;FEEDER ELEKTRIK;"JOKO
PEPEN
RIZKI";GANTI BEARING IMPRESSION ROLL;TIDAK;21
22/09/2024;GEAR BOX FEEDER PROBLEM;SAMSUL;ADJUSTMENT PRINTING PRESSURE;TIDAK;12
25/07/2025;PHOTOCELL SENSOR ERROR;MAULANA;GANTI OIL GEAR BOX;TIDAK;44
06/03/2025;FEEDER ELEKTRIK;"AGUS
PEPEN
INDARYONO";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;18
14/08/2025;PHOTOCELL SENSOR ERROR;"INDARYONO
PEPEN";PERBAIKAN PNEUMATIC FRAME LOCK;YA;10
28/07/2025;IMPRESSION FEED ROLL F4 ABNORMAL;JOKO;PERBAIKAN WIRING FEEDER;YA;15
07/07/2025;PREFEEDER FLEXO 4 ABNORMAL;"RIZKI
ALIF
DEDI";ADJUSTMENT PRINTING PRESSURE;YA;28
21/06/2025;PREFEEDER FLEXO 4 ABNORMAL;"ALIF
JOKO";GANTI BEARING IMPRESSION ROLL;TIDAK;13
06/01/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;DEDI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;10
24/05/2025;PRINTING BOTAK;"MAULANA
ACA";GANTI BEARING IMPRESSION ROLL;TIDAK;24
19/12/2024;FEEDER ELEKTRIK;DEDI;ADJUSTMENT PRINTING PRESSURE;YA;24
02/11/2024;PREFEEDER FLEXO 4 ABNORMAL;RIZKI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;13
15/10/2024;PHOTOCELL SENSOR ERROR;"ALIF
AGUS
FIKRI";GANTI OIL GEAR BOX;YA;14
09/06/2025;FEEDER ELEKTRIK;ACA;CLEANING & ADJUSTMENT PREFEEDER;YA;24
05/03/2025;FEEDER ELEKTRIK;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;YA;6
31/12/2024;PHOTOCELL SENSOR ERROR;"INDARYONO
ALIF";PERBAIKAN WIRING FEEDER;TIDAK;6
08/03/2025;PRINTING BOTAK;"PEPEN
SAMSUL";PERBAIKAN PNEUMATIC FRAME LOCK;YA;11
06/02/2025;PRINTING BOTAK;"DEDI
RIZKI
BUDI";ADJUSTMENT PRINTING PRESSURE;TIDAK;17
22/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;GANTI OIL GEAR BOX;YA;26
19/04/2025;PRINTING BOTAK;"BUDI
ALIF
PEPEN";PERBAIKAN WIRING FEEDER;TIDAK;65
03/12/2024;PHOTOCELL SENSOR ERROR;JOKO;PERBAIKAN WIRING FEEDER;YA;40
03/11/2024;FEEDER ELEKTRIK;ACA;CLEANING & ADJUSTMENT PREFEEDER;YA;18
13/02/2025;GEAR BOX FEEDER PROBLEM;ALIF;PERBAIKAN WIRING FEEDER;TIDAK;20
11/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;AGUS;PERBAIKAN WIRING FEEDER;TIDAK;9
04/11/2024;GEAR BOX FEEDER PROBLEM;SAMSUL;PERBAIKAN WIRING FEEDER;YA;20
16/05/2025;GEAR BOX FEEDER PROBLEM;SAMSUL;PERBAIKAN WIRING FEEDER;YA;16
27/11/2024;GEAR BOX FEEDER PROBLEM;"DEDI
SAMSUL";GANTI BEARING IMPRESSION ROLL;TIDAK;26
22/09/2024;PHOTOCELL SENSOR ERROR;MAULANA;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;10
14/01/2025;GEAR BOX FEEDER PROBLEM;FIKRI;PERBAIKAN WIRING FEEDER;TIDAK;30
14/07/2025;GEAR BOX FEEDER PROBLEM;RIZKI;GANTI OIL GEAR BOX;TIDAK;68
27/01/2025;GEAR BOX FEEDER PROBLEM;RIZKI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;18
31/01/2025;PRINTING BOTAK;DEDI;PERBAIKAN PNEUMATIC FRAME LOCK;YA;28
14/04/2025;PRINTING BOTAK;"RIZKI
BENJHONSON";GANTI BEARING IMPRESSION ROLL;TIDAK;35
13/11/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"ALIF
DEDI
FIKRI";ADJUSTMENT PRINTING PRESSURE;YA;15
25/09/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"BUDI
MAULANA";GANTI BEARING IMPRESSION ROLL;YA;24
27/04/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;RIZKI;CLEANING & ADJUSTMENT PREFEEDER;YA;20
20/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;JOKO;PERBAIKAN WIRING FEEDER;TIDAK;22
06/01/2025;PHOTOCELL SENSOR ERROR;ALIF;PERBAIKAN WIRING FEEDER;TIDAK;11
07/12/2024;PHOTOCELL SENSOR ERROR;RIZKI;PERBAIKAN WIRING FEEDER;TIDAK;20
14/05/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"INDARYONO
MAULANA";ADJUSTMENT PRINTING PRESSURE;TIDAK;30
23/04/2025;PREFEEDER FLEXO 4 ABNORMAL;SAMSUL;GANTI BEARING IMPRESSION ROLL;YA;64
26/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"SAMSUL
AGUS";GANTI OIL GEAR BOX;TIDAK;43
25/01/2025;FEEDER ELEKTRIK;MAULANA;ADJUSTMENT PRINTING PRESSURE;YA;112
14/01/2025;GEAR BOX FEEDER PROBLEM;FIKRI;ADJUSTMENT PRINTING PRESSURE;TIDAK;11
24/09/2024;PRINTING BOTAK;SAMSUL;PERBAIKAN WIRING FEEDER;YA;40
05/03/2025;FEEDER ELEKTRIK;MAULANA;ADJUSTMENT PRINTING PRESSURE;TIDAK;23
19/04/2025;PHOTOCELL SENSOR ERROR;"ACA
SAMSUL";GANTI OIL GEAR BOX;TIDAK;115
31/10/2024;PREFEEDER FLEXO 4 ABNORMAL;JOKO;GANTI BEARING IMPRESSION ROLL;TIDAK;10
13/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;BENJHONSON;PERBAIKAN WIRING FEEDER;TIDAK;10
25/03/2025;FEEDER ELEKTRIK;INDARYONO;PERBAIKAN PNEUMATIC FRAME LOCK;YA;12
01/09/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"BUDI
RIZKI";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;5
22/05/2025;PREFEEDER FLEXO 4 ABNORMAL;SAMSUL;GANTI BEARING IMPRESSION ROLL;YA;13
21/03/2025;FEEDER ELEKTRIK;"ACA
SAMSUL
ALIF";PERBAIKAN WIRING FEEDER;TIDAK;11
31/05/2025;PRINTING BOTAK;"SAMSUL
ACA
RIZKI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;23
17/02/2025;GEAR BOX FEEDER PROBLEM;JOKO;PERBAIKAN WIRING FEEDER;TIDAK;26
07/09/2025;PHOTOCELL SENSOR ERROR;"AGUS
INDARYONO
SAMSUL";ADJUSTMENT PRINTING PRESSURE;TIDAK;90
02/08/2025;PHOTOCELL SENSOR ERROR;"SAMSUL
BENJHONSON";GANTI OIL GEAR BOX;YA;43
26/06/2025;PRINTING BOTAK;BUDI;GANTI OIL GEAR BOX;TIDAK;13
14/03/2025;PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
INDARYONO
SAMSUL";GANTI OIL GEAR BOX;YA;10
07/12/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ALIF
JOKO";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;30
20/08/2025;PREFEEDER FLEXO 4 ABNORMAL;"BUDI
SAMSUL";ADJUSTMENT PRINTING PRESSURE;YA;7
28/08/2025;PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
BUDI";GANTI BEARING IMPRESSION ROLL;TIDAK;87
28/05/2025;PRINTING BOTAK;PEPEN;ADJUSTMENT PRINTING PRESSURE;TIDAK;51
23/02/2025;FEEDER ELEKTRIK;AGUS;GANTI OIL GEAR BOX;TIDAK;14
10/07/2025;PRINTING BOTAK;BENJHONSON;GANTI BEARING IMPRESSION ROLL;TIDAK;5
31/01/2025;PREFEEDER FLEXO 4 ABNORMAL;FIKRI;GANTI BEARING IMPRESSION ROLL;YA;59
20/08/2025;GEAR BOX FEEDER PROBLEM;"ALIF
RIZKI";GANTI BEARING IMPRESSION ROLL;TIDAK;18
05/09/2025;IMPRESSION FEED ROLL F4 ABNORMAL;MAULANA;PERBAIKAN WIRING FEEDER;TIDAK;54
14/03/2025;PRINTING BOTAK;FIKRI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;6
22/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"MAULANA
ALIF
RIZKI";GANTI OIL GEAR BOX;TIDAK;12
18/09/2025;PRINTING BOTAK;BENJHONSON;PERBAIKAN WIRING FEEDER;TIDAK;20
15/06/2025;GEAR BOX FEEDER PROBLEM;PEPEN;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;21
15/09/2025;FEEDER ELEKTRIK;BENJHONSON;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;14
25/12/2024;GEAR BOX FEEDER PROBLEM;INDARYONO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;33
17/02/2025;GEAR BOX FEEDER PROBLEM;"MAULANA
AGUS";CLEANING & ADJUSTMENT PREFEEDER;YA;9
09/06/2025;PREFEEDER FLEXO 4 ABNORMAL;"AGUS
RIZKI";ADJUSTMENT PRINTING PRESSURE;YA;18
23/09/2025;IMPRESSION FEED ROLL F4 ABNORMAL;ACA;GANTI OIL GEAR BOX;YA;22
29/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"SAMSUL
BENJHONSON
BUDI";GANTI OIL GEAR BOX;YA;30
29/11/2024;PRINTING BOTAK;INDARYONO;ADJUSTMENT PRINTING PRESSURE;TIDAK;35
05/12/2024;GEAR BOX FEEDER PROBLEM;INDARYONO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;8
18/06/2025;FEEDER ELEKTRIK;ALIF;GANTI BEARING IMPRESSION ROLL;TIDAK;6
26/07/2025;FEEDER ELEKTRIK;"RIZKI
PEPEN";PERBAIKAN WIRING FEEDER;TIDAK;56
18/01/2025;PREFEEDER FLEXO 4 ABNORMAL;ALIF;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;26
29/07/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"PEPEN
INDARYONO
ALIF";GANTI BEARING IMPRESSION ROLL;TIDAK;11
12/08/2025;PHOTOCELL SENSOR ERROR;PEPEN;PERBAIKAN WIRING FEEDER;TIDAK;69
07/04/2025;FEEDER ELEKTRIK;MAULANA;ADJUSTMENT PRINTING PRESSURE;YA;22
04/12/2024;PREFEEDER FLEXO 4 ABNORMAL;"ALIF
BENJHONSON";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;51
16/03/2025;PREFEEDER FLEXO 4 ABNORMAL;"FIKRI
ACA";GANTI BEARING IMPRESSION ROLL;TIDAK;21
26/06/2025;GEAR BOX FEEDER PROBLEM;"INDARYONO
ACA";GANTI OIL GEAR BOX;TIDAK;104
21/08/2025;PREFEEDER FLEXO 4 ABNORMAL;AGUS;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;81
05/02/2025;PREFEEDER FLEXO 4 ABNORMAL;"AGUS
BUDI";GANTI OIL GEAR BOX;TIDAK;16
20/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
ALIF
SAMSUL";CLEANING & ADJUSTMENT PREFEEDER;YA;44
08/11/2024;PRINTING BOTAK;RIZKI;GANTI OIL GEAR BOX;TIDAK;34
11/03/2025;PRINTING BOTAK;"BUDI
RIZKI
FIKRI";GANTI OIL GEAR BOX;YA;60
26/09/2025;PREFEEDER FLEXO 4 ABNORMAL;"FIKRI
SAMSUL
MAULANA";PERBAIKAN WIRING FEEDER;TIDAK;9
29/05/2025;GEAR BOX FEEDER PROBLEM;MAULANA;PERBAIKAN WIRING FEEDER;YA;35
02/10/2024;PHOTOCELL SENSOR ERROR;"BUDI
BENJHONSON";PERBAIKAN WIRING FEEDER;TIDAK;47
16/11/2024;PREFEEDER FLEXO 4 ABNORMAL;BUDI;ADJUSTMENT PRINTING PRESSURE;YA;5
15/08/2025;PREFEEDER FLEXO 4 ABNORMAL;"SAMSUL
RIZKI
MAULANA";PERBAIKAN WIRING FEEDER;TIDAK;8
29/09/2024;PRINTING BOTAK;BUDI;ADJUSTMENT PRINTING PRESSURE;TIDAK;5
16/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"RIZKI
AGUS";GANTI BEARING IMPRESSION ROLL;YA;16
