Date;ITEM UNIT;ISSUE;IMPACT;ACTION PLAN;EKSEKUTOR;PELAKSANA PERBAIKAN;REMARK;DURATION_MINUTES
06/11/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"MAULANA
ERWAN";;DONE;79
26/10/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;;DONE;36
17/01/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BOWO;;DONE;20
19/11/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ACA
SAHRUL
ALIF";;DONE;73
17/02/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"BOWO
INDARYONO";;DONE;117
07/02/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BOWO;;DONE;88
03/03/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ALIF
BOWO
PEPEN";;DONE;140
26/08/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"RICKY
SAHRUL
ACA";;DONE;131
17/07/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"NANDA A
ZAINAL";;DONE;52
01/03/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;MAULANA;;DONE;38
15/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;;DONE;117
18/02/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"INDARYONO
PEPEN
SAHRUL";;DONE;134
20/03/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"SAHRUL
ERWAN";;DONE;51
02/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"MAULANA
NANDA A
BENJHONSON";;DONE;40
02/12/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"NANDA A
ERWAN";;DONE;138
04/02/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"SAHRUL
BOWO
PEPEN";;DONE;104
09/11/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"SAHRUL
ERWAN";;DONE;131
31/07/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ACA
INDARYONO";;DONE;140
09/07/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"BENJHONSON
SAHRUL
BOWO";;DONE;20
26/08/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;RICKY;;DONE;71
27/03/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ZAINAL
MAULANA
NANDA A";;DONE;111
07/01/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"MAULANA
ACA";;DONE;65
14/09/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;ZAINAL;;DONE;141
01/07/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"PEPEN
INDARYONO
RICKY";;DONE;122
27/07/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;INDARYONO;;DONE;142
29/10/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"INDARYONO
ERWAN
PEPEN";;DONE;121
21/09/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"NANDA A
ZAINAL
ACA";;DONE;96
16/09/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;ZAINAL;;DONE;85
26/06/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"RICKY
ZAINAL
NANDA A";;DONE;116
27/08/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;;DONE;65
15/03/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;;DONE;62
27/01/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;;DONE;103
17/03/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"INDARYONO
BENJHONSON";;DONE;70
20/10/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ZAINAL
RICKY";;DONE;52
14/03/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"MAULANA
ERWAN
ZAINAL";;DONE;185
20/01/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;;DONE;80
26/09/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ACA
INDARYONO";;DONE;128
14/03/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;SAHRUL;;DONE;84
31/01/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"SAHRUL
ECIN";;DONE;134
24/07/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ECIN
SAHRUL
MAULANA";;DONE;92
09/02/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"INDARYONO
ECIN";;DONE;164
28/10/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;ALIF;;DONE;143
29/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ALIF;;DONE;129
31/12/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"NANDA A
INDARYONO";;DONE;96
02/11/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;NANDA A;;DONE;136
08/05/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"INDARYONO
ECIN
NANDA A";;DONE;130
23/09/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;ERWAN;;DONE;160
06/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ZAINAL
SAHRUL";;DONE;74
27/11/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ACA;;DONE;115
21/04/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BENJHONSON;;DONE;80
14/12/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
BOWO";;DONE;144
30/03/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ERWAN
NANDA A";;DONE;105
09/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"MAULANA
PEPEN
NANDA A";;DONE;85
07/11/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ECIN
ACA";;DONE;167
10/08/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
INDARYONO
RICKY";;DONE;153
28/09/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
ALIF
ERWAN";;DONE;145
16/03/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;INDARYONO;;DONE;111
25/07/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ZAINAL;;DONE;90
12/09/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"INDARYONO
ERWAN
ECIN";;DONE;188
28/04/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BENJHONSON;;DONE;120
08/09/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ZAINAL
ACA";;DONE;90
03/05/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;INDARYONO;;DONE;69
22/06/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;ACA;;DONE;89
12/10/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;RICKY;;DONE;162
12/04/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;INDARYONO;;DONE;100
02/04/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"INDARYONO
NANDA A";;DONE;65
10/02/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
ZAINAL
SAHRUL";;DONE;75
17/10/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;PEPEN;;DONE;142
19/12/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ZAINAL
BENJHONSON";;DONE;54
03/04/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"PEPEN
ALIF";;DONE;82
29/03/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;MAULANA;;DONE;116
21/05/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"NANDA A
ACA";;DONE;112
20/04/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ECIN
ERWAN";;DONE;41
22/12/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;;DONE;75
19/03/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ALIF
RICKY";;DONE;76
17/01/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;RICKY;;DONE;169
17/09/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;SAHRUL;;DONE;117
23/10/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;ACA;;DONE;58
02/06/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"MAULANA
PEPEN
ZAINAL";;DONE;83
11/04/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"BOWO
BENJHONSON";;DONE;66
20/07/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;RICKY;;DONE;96
17/07/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ERWAN
ACA";;DONE;192
19/03/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;ACA;;DONE;109
29/05/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ALIF
ECIN";;DONE;105
23/04/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ACA
BENJHONSON";;DONE;67
22/02/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"MAULANA
ALIF";;DONE;99
21/08/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BENJHONSON;;DONE;63
30/12/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ZAINAL
SAHRUL
BENJHONSON";;DONE;97
01/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"RICKY
BENJHONSON
MAULANA";;DONE;53
07/02/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BENJHONSON;;DONE;96
23/02/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ERWAN
INDARYONO";;DONE;139
07/09/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ZAINAL;;DONE;139
06/12/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ALIF
ZAINAL
PEPEN";;DONE;116
26/02/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ERWAN
PEPEN";;DONE;125
09/02/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"NANDA A
ERWAN
SAHRUL";;DONE;129
14/08/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;ALIF;;DONE;172
22/12/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"SAHRUL
RICKY";;DONE;124
23/07/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ZAINAL
RICKY
MAULANA";;DONE;135
10/11/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
ACA
ECIN";;DONE;75
03/05/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ZAINAL;;DONE;50
12/09/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"ALIF
RICKY";;DONE;124
29/05/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"BOWO
ECIN";;DONE;116
15/08/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
ZAINAL
PEPEN";;DONE;105
18/09/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ALIF
BENJHONSON";;DONE;100
30/10/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;BENJHONSON;;DONE;191
12/12/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"BOWO
PEPEN";;DONE;120
13/02/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"BENJHONSON
NANDA A";;DONE;151
17/05/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"BOWO
PEPEN";;DONE;48
05/11/2024;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ERWAN
ALIF
BENJHONSON";;DONE;122
28/08/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
ZAINAL";;DONE;182
01/06/2025;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"MAULANA
ACA
PEPEN";;DONE;83
06/10/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ERWAN;;DONE;72
13/03/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"SAHRUL
INDARYONO";;DONE;102
19/09/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ERWAN
INDARYONO
BENJHONSON";;DONE;154
18/02/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;ERWAN;;DONE;131
25/02/2025;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ECIN
INDARYONO
ERWAN";;DONE;70
04/06/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"MAULANA
SAHRUL";;DONE;292
26/08/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;"ACA
SAHRUL
MAULANA";;DONE;183
05/08/2025;FLEXO 104;IMPRESSION FEED ROLL F4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN IMPRESSION FEED ROLL F4 ABNORMAL;RICKY;;DONE;30
13/12/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;MAULANA;;DONE;161
06/10/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
NANDA A
ERWAN";;DONE;139
24/12/2024;FLEXO 104;PREFEEDER FLEXO 4 ABNORMAL;PRODUCTION LOSS QUALITY;PERBAIKAN PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
PEPEN";;DONE;149
20/10/2024;FLEXO 104;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PRODUCTION LOSS QUALITY;PERBAIKAN PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ECIN
PEPEN";;DONE;129
